//Version: PianoRoll_v170101
0	1041.211458	2082.422917	Eb4	47	-1	0
1	2082.422917	3123.634375	Eb4	47	-1	0
2	3123.634375	4164.845833	Eb4	47	-1	0
3	4164.845833	5206.057292	Eb4	47	-1	0
4	5206.057292	6247.268750	Eb4	47	-1	0
5	6247.268750	7288.480208	Eb4	47	-1	0
6	7288.480208	8329.691667	Eb4	47	-1	0
7	8329.691667	9370.903125	Eb4	47	-1	0
8	9370.903125	10412.114583	Eb4	47	-1	0
9	10412.114583	21866.277083	Eb4	47	71	0
10	11453.395833	12494.677083	F#4	57	-1	0
11	12494.677083	13535.958333	F#4	57	-1	0
12	13535.958333	14577.239583	F#4	57	-1	0
13	14577.239583	15618.520833	F#4	57	-1	0
14	15618.520833	16659.802083	F#4	57	-1	0
15	16659.802083	17701.083333	F#4	57	-1	0
16	17701.083333	18742.364583	F#4	57	-1	0
17	18742.364583	19783.645833	F#4	57	-1	0
18	19783.645833	20824.927083	F#4	57	-1	0
19	20824.927083	53108.808333	F#4	57	70	0
20	32279.855208	33321.283333	C#4	34	-1	0
21	33321.283333	34362.711458	C#4	34	-1	0
22	34362.711458	35404.139583	C#4	34	-1	0
23	35404.139583	36445.567708	C#4	34	-1	0
24	36445.567708	37486.995833	C#4	34	-1	0
25	37486.995833	38528.423958	C#4	34	-1	0
26	38528.423958	39569.852083	C#4	34	-1	0
27	39569.852083	40611.280208	C#4	34	-1	0
28	40611.280208	41652.708333	C#4	34	-1	0
29	41652.708333	105184.642708	C#4	34	4	0
30	42694.170833	43735.633333	Eb4	3	-1	0
31	43735.633333	44777.095833	Eb4	3	-1	0
32	44777.095833	45818.558333	Eb4	3	-1	0
33	45818.558333	46860.020833	Eb4	3	-1	0
34	46860.020833	47901.483333	Eb4	3	-1	0
35	47901.483333	48942.945833	Eb4	3	-1	0
36	48942.945833	49984.408333	Eb4	3	-1	0
37	49984.408333	51025.870833	Eb4	3	-1	0
38	51025.870833	52067.333333	Eb4	3	-1	0
39	52067.333333	115600.387500	Eb4	3	6	0
40	54150.283333	56233.233333	Bb4	70	-1	0
41	56233.233333	58316.183333	Bb4	70	-1	0
42	58316.183333	60399.133333	Bb4	70	-1	0
43	60399.133333	62482.083333	Bb4	70	-1	0
44	62482.083333	64565.033333	Bb4	70	-1	0
45	64565.033333	66647.983333	Bb4	70	-1	0
46	66647.983333	68730.933333	Bb4	70	-1	0
47	68730.933333	70813.883333	Bb4	70	-1	0
48	70813.883333	72896.833333	Bb4	70	-1	0
49	72896.833333	126016.558333	Bb4	70	20	0
50	73938.337500	74979.841667	C4	11	-1	0
51	74979.841667	76021.345833	C4	11	-1	0
52	76021.345833	77062.850000	C4	11	-1	0
53	77062.850000	78104.354167	C4	11	-1	0
54	78104.354167	79145.858333	C4	11	-1	0
55	79145.858333	80187.362500	C4	11	-1	0
56	80187.362500	81228.866667	C4	11	-1	0
57	81228.866667	82270.370833	C4	11	-1	0
58	82270.370833	83311.875000	C4	11	-1	0
59	83311.875000	94768.963542	C4	11	66	0
60	84353.427083	85394.979167	F#4	54	-1	0
61	85394.979167	86436.531250	F#4	54	-1	0
62	86436.531250	87478.083333	F#4	54	-1	0
63	87478.083333	88519.635417	F#4	54	-1	0
64	88519.635417	89561.187500	F#4	54	-1	0
65	89561.187500	90602.739583	F#4	54	-1	0
66	90602.739583	91644.291667	F#4	54	-1	0
67	91644.291667	92685.843750	F#4	54	-1	0
68	92685.843750	93727.395833	F#4	54	-1	0
69	93727.395833	157266.911458	F#4	54	70	0
70	136432.828125	137474.510417	C#4	3	-1	0
71	137474.510417	138516.192708	C#4	3	-1	0
72	138516.192708	139557.875000	C#4	3	-1	0
73	139557.875000	140599.557292	C#4	3	-1	0
74	140599.557292	141641.239583	C#4	3	-1	0
75	141641.239583	142682.921875	C#4	3	-1	0
76	142682.921875	143724.604167	C#4	3	-1	0
77	143724.604167	144766.286458	C#4	3	-1	0
78	144766.286458	145807.968750	C#4	3	-1	0
79	145807.968750	219774.098958	C#4	3	69	0
80	146849.688542	147891.408333	Eb4	3	-1	0
81	147891.408333	148933.128125	Eb4	3	-1	0
82	148933.128125	149974.847917	Eb4	3	-1	0
83	149974.847917	151016.567708	Eb4	3	-1	0
84	151016.567708	152058.287500	Eb4	3	-1	0
85	152058.287500	153100.007292	Eb4	3	-1	0
86	153100.007292	154141.727083	Eb4	3	-1	0
87	154141.727083	155183.446875	Eb4	3	-1	0
88	155183.446875	156225.166667	Eb4	3	-1	0
89	156225.166667	180185.448958	Eb4	3	75	0
90	167684.369792	168726.125000	E4	52	-1	0
91	168726.125000	169767.880208	E4	52	-1	0
92	169767.880208	170809.635417	E4	52	-1	0
93	170809.635417	171851.390625	E4	52	-1	0
94	171851.390625	172893.145833	E4	52	-1	0
95	172893.145833	173934.901042	E4	52	-1	0
96	173934.901042	174976.656250	E4	52	-1	0
97	174976.656250	176018.411458	E4	52	-1	0
98	176018.411458	177060.166667	E4	52	-1	0
99	177060.166667	198937.221875	E4	52	35	0
100	178101.927083	179143.687500	Bb4	19	-1	0
101	179143.687500	181227.209375	Bb4	19	-1	0
102	181227.209375	183310.731250	Bb4	19	-1	0
103	183310.731250	185394.253125	Bb4	19	-1	0
104	185394.253125	187477.775000	Bb4	19	-1	0
105	187477.775000	189561.296875	Bb4	19	-1	0
106	189561.296875	191644.818750	Bb4	19	-1	0
107	191644.818750	193728.340625	Bb4	19	-1	0
108	193728.340625	195811.862500	Bb4	19	-1	0
109	195811.862500	230192.716667	Bb4	19	6	0
110	209355.598958	210397.447917	G4	3	-1	0
111	210397.447917	211439.296875	G4	3	-1	0
112	211439.296875	212481.145833	G4	3	-1	0
113	212481.145833	213522.994792	G4	3	-1	0
114	213522.994792	214564.843750	G4	3	-1	0
115	214564.843750	215606.692708	G4	3	-1	0
116	215606.692708	216648.541667	G4	3	-1	0
117	216648.541667	217690.390625	G4	3	-1	0
118	217690.390625	218732.239583	G4	3	-1	0
119	218732.239583	240611.561458	G4	3	71	0
120	251030.556250	252072.497917	C#4	3	-1	0
121	252072.497917	253114.439583	C#4	3	-1	0
122	253114.439583	254156.381250	C#4	3	-1	0
123	254156.381250	255198.322917	C#4	3	-1	0
124	255198.322917	256240.264583	C#4	3	-1	0
