note_id,time_onset,time_offset,velocity_onset,velocity_offset,duration,inter_onset_interval,offset_time_duration
P1-489-6,108.89535396,110.56203512,61.08,51.32,1.666681160000009,0.314144559999996,-1.980825720000005
P1-489-7,110.96029112000001,111.32379288,48.92,50.8,0.3635017599999973,0.05373512000000254,-0.4172368799999998
P1-489-8,110.9377066,111.34839443999999,61.36,57.04,0.4106878399999939,0.5503893600000018,-0.9610771999999957
P1-489-9,111.62145303999999,111.99930156,54.96,51.12,0.3778485200000036,0.11415403999999718,-0.49200256000000075
P1-490-10,117.24304324,117.55621135999999,47.72,49.12,0.31316812000000466,0.878238039999999,-1.1914061600000039
P1-490-11,113.15420855999999,113.64354664000001,40.12,46.12,0.489338080000001,0.08342536000000181,-0.5727634400000028
P1-490-13,114.40309644000001,114.55755388000001,38.44,55.84,0.15445744000000758,1.2362383599999989,-1.3906958000000065
P1-490-14,114.54005484,114.68362,41.48,59.64,0.14356516000000652,0.13695840000000176,-0.2805235600000083
P1-490-3,115.21470288,115.35934932,44.64,56.68,0.14464644000000257,0.6746480399999985,-0.8192944800000009
P1-490-5,113.13488592,115.31969448,53.64,49.56,2.184808560000005,0.13404387999999698,-2.318852440000002
P1-490-6,113.11135492,114.75567348,73.76,54.76,1.644318560000001,0.675549759999999,-2.31986832
P1-490-7,116.02305288,116.67092215999999,41.96,55.0,0.6478692799999984,0.12615923999999923,-0.7740285199999977
P1-490-8,123.29967286956521,124.3479595652174,55.73913043478261,46.34782608695652,1.048286695652173,0.6712775217391349,-1.719564217391308
P1-490-9,117.26179004,117.51293132,40.32,47.6,0.25114128000000346,0.3607555999999985,-0.611896880000002
P1-491-10,121.51811119999998,122.09369903999999,54.36,52.92,0.575587840000006,1.6060657999999999,-2.1816536400000057
P1-491-11,117.68039852,118.11983468,31.36,45.0,0.43943616000000335,0.071729959999997,-0.5111661200000003
P1-491-13,118.9037018,119.15173192,32.0,50.04,0.24803012000000288,1.2201409600000026,-1.4681710800000054
P1-491-14,119.04753416,119.26949064,35.76,54.16,0.22195648000000381,0.14383235999999947,-0.3657888400000033
P1-491-3,119.75846204,119.93812455999999,35.96,53.96,0.1796625200000031,0.7109278799999992,-0.8905904000000022
P1-491-5,117.67379688000001,120.89111804,37.8,45.12,3.217321159999998,0.046650560000001985,-3.2639717199999994
P1-491-6,117.64735995999999,120.87642256,46.48,49.92,3.2290626000000002,0.3019372399999998,-3.5309998400000002
P1-491-9,121.54196156,121.96376212,42.92,41.92,0.4218005600000046,0.17760040000000302,-0.5994009600000076
P1-492-10,114.41307252,114.58599188,57.96,58.4,0.17291935999999986,0.9353030799999987,-1.1082224399999985
P1-492-11,114.77254855999999,116.37831367999999,42.8,47.32,1.60576512,0.025959119999995492,-1.6317242399999958
P1-492-12,114.76789052,116.32630399999998,44.4,51.84,1.5584134799999976,0.02050540000000029,-1.578918879999998
P1-492-13,114.75458167999999,116.37406895999999,56.12,52.52,1.6194872800000002,0.09864116000000056,-1.7181284400000008
P1-492-14,116.8857144,117.18748344,58.48,57.76,0.30176904000000393,0.09364848000000144,-0.3954175200000054
P1-492-15,116.86545047999999,117.22739271999998,71.88,60.76,0.36194224000000325,1.31711976,-1.6790620000000032
P1-492-16,104.37954023076924,104.74236107692307,37.76923076923077,47.30769230769231,0.3628208461538452,0.07166338461537745,-0.43448423076922266
P1-492-17,116.43825054545455,116.87791672727272,31.636363636363637,47.90909090909091,0.43966618181818296,0.007964181818185782,-0.4476303636363687
P1-492-19,114.59021316,114.85299536000001,38.56,53.72,0.26278219999999664,0.14658607999999462,-0.40936827999999126
P1-492-20,114.771695,114.97276528,41.16,60.68,0.20107028000000723,0.047141080000001126,-0.24821136000000837
P1-492-3,115.47033072,115.62888192,47.56,56.16,0.15855120000000475,0.6832041200000005,-0.8417553200000052
P1-492-5,104.36433646153847,104.90190700000001,43.15384615384615,52.53846153846154,0.5375705384615339,0.04684384615384774,-0.5844143846153818
P1-492-6,104.35422792307692,105.10604907692309,46.76923076923077,51.84615384615385,0.7518211538461533,0.01240953846153959,-0.7642306923076929
P1-492-7,104.32990184615385,105.20499730769231,62.92307692307692,53.0,0.875095461538461,0.5761841538461554,-1.4512796153846164
P1-492-8,123.06762682608696,123.19681726086957,41.82608695652174,50.52173913043478,0.12919043478260656,0.1875513478260938,-0.31674178260870034
P1-492-9,114.43731939999999,114.57938496000001,43.56,51.48,0.14206555999999992,0.015166720000001606,-0.15723228000000153
P1-493-10,118.72097008,118.9063616,71.56,59.6,0.18539152000000056,0.9097560800000021,-1.0951476000000027
P1-493-11,119.06665612,120.51595908000002,54.16,44.2,1.4493029600000014,0.02687808000000331,-1.4761810400000046
P1-493-12,119.05698303999999,120.67850296,58.28,43.48,1.6215199200000034,0.00841236000000098,-1.6299322800000045
P1-493-13,119.04386984000001,120.70684272,72.16,53.68,1.6629728800000023,0.11424039999999852,-1.777213280000001
P1-493-14,121.215828,121.51495279999999,62.68,50.16,0.2991247999999945,0.09043159999999954,-0.38955639999999403
P1-493-15,121.20519128,121.55890799999999,69.68,59.04,0.35371671999999116,0.011094120000004004,-0.36481083999999514
P1-493-16,121.19272964,121.68595944,84.16,59.92,0.49322979999999583,1.357493639999998,-1.8507234399999937
P1-493-17,117.66494031999999,118.0329364,46.0,46.6,0.367996079999999,0.020560839999999362,-0.38855691999999836
P1-493-18,133.8554702857143,134.30915004761906,45.476190476190474,48.76190476190476,0.4536797619047575,0.07657223809523905,-0.5302519999999966
P1-493-20,118.88531008,119.13344464000002,50.0,58.96,0.24813455999999948,0.1399360800000071,-0.3880706400000066
P1-493-21,119.06903972,119.27016084,54.16,63.16,0.20112112000000024,0.041458399999996835,-0.24257951999999708
P1-493-3,119.75723599999999,119.88754039999999,60.88,61.0,0.13030439999999666,0.6809366799999986,-0.8112410799999954
P1-493-5,124.3193522173913,124.92991208695653,63.52173913043478,53.91304347826087,0.6105598695652192,0.05146786956522469,-0.662027739130444
P1-493-6,134.22276023809522,134.93354485714286,64.42857142857143,52.19047619047619,0.7107846190476247,0.15508504761904457,-0.8658696666666694
P1-493-7,117.61902588000001,118.61020284,79.04,54.52,0.9911769600000025,0.5152653600000021,-1.5064423200000048
P1-493-8,118.7452052,118.87825908,52.24,55.84,0.1330538800000008,0.07223723999999596,-0.20529111999999675
P1-493-9,118.73589539999999,118.89965120000001,57.2,55.92,0.1637558000000033,0.09374371999999521,-0.25749951999999854
P1-494-10,123.08201640000001,123.29466008,83.04,61.12,0.21264367999999714,1.033580880000003,-1.2462245600000001
P1-494-11,123.42327512,124.9391014,67.32,48.56,1.5158262800000022,0.019319360000000715,-1.5351456400000032
P1-494-12,123.42373356,125.03033984,69.72,54.8,1.6066062800000025,0.006013960000002214,-1.6126202400000047
P1-494-13,123.40550907999999,125.070528,86.96,52.04,1.6650189200000056,0.12989328000000067,-1.7949122000000062
P1-494-14,125.57768088,125.94101612,74.8,58.76,0.36333523999999656,0.08498936000000228,-0.44832459999999885
P1-494-15,125.57412524,125.90400003999999,79.16,58.04,0.32987479999999836,0.008581160000000239,-0.33845595999999856
P1-494-16,125.56291376000001,126.18668939999999,92.08,57.08,0.6237756399999984,1.3693985600000023,-1.9931742000000006
P1-494-17,121.98728588,122.35186080000001,60.2,51.28,0.3645749200000056,0.06635804000000128,-0.43093296000000675
P1-494-18,138.12002252380952,138.59635833333334,60.42857142857143,50.42857142857143,0.476335809523817,0.1274662857142801,-0.603802095238097
P1-494-20,123.25517364,123.48502088,59.16,61.32,0.22984724000000373,0.15075763999999114,-0.38060487999999487
P1-494-21,123.42451548,123.6192692,61.56,63.72,0.1947537199999986,0.022662280000001225,-0.21741599999999983
P1-494-3,124.1155152,124.22861128000001,71.0,63.2,0.11309608000000587,0.677324519999996,-0.7904206000000019
P1-494-5,121.97112236000001,122.62839952,76.12,56.0,0.6572771599999985,0.04736111999999928,-0.7046382799999978
P1-494-6,121.96608284,122.79113036000001,78.32,56.76,0.8250475200000039,0.07430556000000063,-0.8993530800000045
P1-494-7,121.9564034,122.8414734,90.68,56.92,0.885070000000002,0.4661051199999984,-1.3511751200000004
P1-494-8,123.10334864000001,123.26492176,63.64,55.56,0.16157312000000185,0.07028828000000618,-0.23186140000000804
P1-494-9,123.0970678,123.28455208,67.36,56.96,0.18748428000000242,0.010611319999996666,-0.1980955999999991
P1-495-10,127.69622532,127.9276512,81.4,61.12,0.231425879999993,1.0622818399999991,-1.2937077199999922
P1-495-11,128.08267696000001,134.60476208000003,62.0,52.32,6.522085120000002,0.021142600000002006,-6.5432277200000035
P1-495-12,128.07704664000002,135.1302786,63.96,49.2,7.053231960000002,0.009547000000001518,-7.062778960000004
P1-495-13,128.06456052,135.29076068,80.96,41.84,7.226200159999999,0.1592917999999964,-7.385491959999996
P1-495-14,126.46187072000001,126.90787052,61.52,50.76,0.4459997999999918,0.010411439999999317,-0.4564112399999911
P1-495-15,153.89099857894738,154.4626737368421,59.26315789473684,51.63157894736842,0.57167515789473,0.0964138947368477,-0.6680890526315777
P1-495-17,127.89345623999999,128.22386516,53.76,57.08,0.3304089200000023,0.17584092000000034,-0.5062498400000027
P1-495-18,128.10795480000002,128.39336524,53.76,61.92,0.28541043999999394,0.027252199999999647,-0.3126626399999936
P1-495-19,128.86188372,129.07381608,52.68,55.76,0.21193235999999616,0.7466639599999982,-0.9585963199999944
P1-495-5,126.43626276,127.21400428000001,81.28,50.76,0.7777415199999984,0.050568360000005794,-0.8283098800000042
P1-495-6,126.43579163999999,127.14606943999999,79.28,54.84,0.710277800000002,0.00696471999999595,-0.7172425199999978
P1-495-7,126.42274572000001,127.64602712,93.32,60.96,1.2232813999999996,0.7419964399999982,-1.9652778399999977
P1-495-8,127.71421792000001,127.90251876,64.08,51.96,0.18830083999999345,0.18162412000000203,-0.3699249599999955
P1-495-9,127.71240803999999,127.89942696,67.36,59.48,0.1870189199999939,0.011667679999998341,-0.19868659999999225
P1-496-10,133.22082504,133.50175268,38.92,45.44,0.2809276400000056,0.7747889999999975,-1.055716640000003
P1-496-5,131.0468078,131.28703172,39.72,48.76,0.24022391999999762,1.2567287200000024,-1.4969526400000002
P1-496-6,147.18508842857142,147.4735608095238,41.285714285714285,48.04761904761905,0.28847238095237465,1.1096724761904742,-1.398144857142849
P1-496-8,132.29999868,132.57078808,36.36,47.88,0.27078940000000495,1.2492613599999984,-1.520050760000003
P1-496-9,132.44603604,132.70629248,41.32,53.72,0.2602564399999943,0.14603736000000267,-0.406293799999997
P1-497-13,139.99736696,140.33073052,35.0,45.6,0.3333635600000078,0.10017099999999517,-0.4335345600000029
P1-497-14,149.02785313043478,149.35507026086955,42.04347826086956,51.43478260869565,0.3272171304347939,0.023439260869564632,-0.35065639130435855
P1-497-15,139.95665423999998,140.51424452,59.96,61.12,0.5575902800000101,1.3947672000000007,-1.9523574800000107
P1-497-16,136.32472504,136.74541556,29.32,46.88,0.420690519999997,0.013358919999999727,-0.43404943999999673
P1-497-17,161.56316810526314,162.0158492105263,25.94736842105263,47.26315789473684,0.45268110526315336,0.010214315789476222,-0.46289542105262954
P1-497-19,137.54455719999999,137.70082552,34.64,50.48,0.15626831999999496,1.2077455199999998,-1.3640138399999946
P1-497-20,137.69146220000002,137.83644744,40.96,59.44,0.1449852400000026,0.14690499999999487,-0.29189023999999747
P1-497-3,138.48188704,138.63610308,50.16,55.64,0.15421604000000144,0.7776043200000032,-0.9318203600000047
P1-497-5,136.32315888000002,138.94388428,32.36,45.28,2.620725400000002,0.16883663999999995,-2.7895620400000016
P1-497-6,136.3184772,139.20873588,38.12,43.2,2.8902586800000036,0.01190703999999883,-2.902165720000003
P1-497-7,136.30842908,138.93914172,43.48,48.04,2.630712640000001,0.31772139999999865,-2.9484340399999995
P1-497-8,136.28602848,138.83015436,51.28,49.68,2.544125879999998,2.5963997600000033,-5.140525640000002
P1-498-1,140.75167848,141.84634172,61.08,52.68,1.0946632400000003,0.5986736400000009,-1.693336880000001
P1-498-10,142.19107712000002,143.86425684,53.76,44.72,1.6731797199999976,0.10734632000000417,-1.780526040000002
P1-498-11,144.34817924,144.68618376,44.24,47.64,0.3380045199999978,0.09631192000000127,-0.4343164399999991
P1-498-12,151.2225653478261,151.6812438695652,49.608695652173914,48.73913043478261,0.45867852173913015,0.2441218695652167,-0.7028003913043469
P1-498-13,144.31889932,144.71319448,66.48,55.4,0.39429515999999937,1.0896664800000004,-1.48396164
P1-498-14,140.79436868,141.21334224,35.64,47.64,0.41897356000000485,0.06803648000000066,-0.48701004000000553
P1-498-15,140.80273072,141.30031032,27.28,47.2,0.4975795999999994,0.0723792800000031,-0.5699588800000025
P1-498-17,109.5752757826087,109.83804886956523,37.391304347826086,56.869565217391305,0.26277308695652757,0.1689335652173907,-0.43170665217391824
P1-498-18,109.76634104347826,109.96477452173914,37.47826086956522,59.869565217391305,0.19843347826086916,0.04751499999999971,-0.24594847826086888
P1-498-2,141.84595611999998,142.00240384,58.56,59.76,0.15644772000000132,1.0337381999999982,-1.1901859199999996
P1-498-4,142.93957452,143.08178383999999,47.44,58.68,0.14220931999999692,0.7033788799999948,-0.8455881999999917
P1-498-6,140.79034932000002,141.98660252,38.68,46.48,1.1962532000000023,0.05290792000000266,-1.249161120000005
P1-498-7,140.77744132,141.95179692,39.8,48.88,1.1743556000000037,0.021831239999996796,-1.1961868400000006
P1-498-8,142.22246368,143.79875992,37.96,42.2,1.5762962399999985,0.02378400000000653,-1.600080240000005
P1-498-9,149.06535665217393,150.58383373913045,39.04347826086956,54.91304347826087,1.518477086956521,0.028959956521741596,-1.5474370434782623
P1-499-1,145.04718284,146.13080796,65.04,49.72,1.0836251200000009,0.5399436399999995,-1.6235687600000004
P1-499-10,146.49270976,148.47733112,56.28,47.36,1.9846213600000004,0.10299356000000287,-2.087614920000003
P1-499-11,148.70668492000001,149.07158376,39.4,57.8,0.3648988400000083,0.19581843999999207,-0.5607172800000003
P1-499-12,155.62615373913042,156.06311982608696,40.04347826086956,48.65217391304348,0.4369660869565285,0.2564325217391287,-0.6933986086956573
P1-499-13,148.68522556,149.19707308,53.52,55.68,0.5118475200000048,1.0401847600000034,-1.5520322800000081
P1-499-14,151.97105839130435,153.10937004347826,45.869565217391305,57.869565217391305,1.1383116521739043,0.016033739130437735,-1.1543453913043422
P1-499-17,145.13443408,145.51662668,39.68,52.08,0.38219259999999594,0.17074595999999617,-0.5529385599999921
P1-499-18,161.27194380952383,161.7748821904762,28.333333333333332,47.23809523809524,0.5029383809523731,0.01713485714285921,-0.5200732380952322
P1-499-2,146.13725336000002,146.29051195999998,60.44,57.72,0.1532585999999914,0.9247059999999996,-1.077964599999991
P1-499-20,154.52913252173911,154.81128265217393,40.08695652173913,55.130434782608695,0.28215013043477755,0.1607385652173873,-0.4428886956521648
P1-499-21,154.73594234782607,154.93235882608695,41.47826086956522,62.56521739130435,0.19641647826087055,0.03925013043478248,-0.23566660869565303
P1-499-4,147.23804052,147.38207056000002,49.88,61.76,0.1440300399999991,0.6971308800000005,-0.8411609199999995
P1-499-6,145.07877596,145.67259484,44.76,52.28,0.5938188800000016,0.05564532000000142,-0.649464200000003
P1-499-7,146.15978108000002,146.29550455999998,45.4,54.6,0.1357234799999884,0.08056192000000337,-0.21628539999999177
P1-499-8,146.50993632,147.94657316,41.76,55.48,1.436636840000005,0.04175747999999686,-1.4783943200000016
P1-499-9,153.39535817391305,155.0554139130435,43.73913043478261,52.608695652173914,1.6600557391304382,0.03663265217391305,-1.6966883913043513
P1-500-10,150.86970992,153.15924648,45.6,48.84,2.2895365599999975,0.14161119999999655,-2.4311477599999938
P1-500-11,149.47653284,150.4920198,34.12,46.44,1.0154869599999996,0.0695161999999975,-1.0850031599999972
P1-500-13,150.66168016,150.93929004,35.44,46.24,0.277609879999999,1.1766858000000031,-1.454295680000002
P1-500-14,150.89081892000002,151.11637828,34.08,59.12,0.22555935999999477,0.013725520000001695,-0.23928487999999645
P1-500-3,151.679779,151.84956496,38.4,53.64,0.1697859600000045,0.7697560799999973,-0.9395420400000017
P1-500-5,149.46658928,150.18810456,39.32,48.56,0.7215152800000026,0.059836440000005806,-0.7813517200000085
P1-500-6,116.9112951304348,117.53559747826087,39.69565217391305,50.869565217391305,0.6243023478260887,0.011105347826086975,-0.6354076956521757
P1-500-7,149.43679232,150.8313328,52.72,47.36,1.3945404800000016,0.6354631599999983,-2.03000364
P1-500-8,150.88897696,152.69978455999998,34.36,44.68,1.8108075999999955,0.03656168000000079,-1.8473692799999963
P1-500-9,150.88613188000002,152.59346388,31.96,51.52,1.7073319999999956,0.04567516000000211,-1.7530071599999977
P1-501-10,111.97921708,112.18922348,58.52,57.68,0.21000639999999415,0.9796844399999987,-1.1896908399999928
P1-501-13,109.28171707999999,109.44562096000001,31.48,46.84,0.16390387999999972,1.1652979600000033,-1.3292018400000032
P1-501-14,109.43298204000001,109.56827808,37.36,57.8,0.1352960399999975,0.1512649599999993,-0.28656099999999685
P1-501-3,110.09916636,110.30416652,38.32,51.8,0.20500015999999627,0.6661843200000025,-0.8711844799999987
P1-501-7,110.85850696000001,111.90956624,45.08,52.52,1.0510592799999978,0.18046831999999782,-1.2315275999999955
P1-501-8,110.83641484000002,112.03615308,59.12,48.08,1.1997382399999952,0.5791286800000025,-1.7788669199999978
P1-501-9,111.99800444,112.19169259999998,47.4,49.8,0.19368815999999558,0.16135152000000097,-0.3550396799999965
P1-502-11,113.61249296,113.76123240000001,35.64,51.48,0.14873944000000794,1.1830138399999932,-1.3317532800000011
P1-502-12,113.75501768,113.89615224,38.44,59.84,0.14113456000000682,0.1425247200000009,-0.28365928000000773
P1-502-3,114.40152771999999,114.60760916000001,40.48,53.76,0.2060814400000068,0.6465100400000003,-0.8525914800000071
P1-502-5,112.39379544000002,114.66490519999999,45.68,46.92,2.271109759999993,0.12667420000000468,-2.3977839599999977
P1-502-6,112.38212144,114.65860384,54.44,53.04,2.276482399999996,0.26834767999999576,-2.5448300799999917
P1-502-7,115.14042352,116.53946096,52.04,47.48,1.3990374400000016,0.12209179999999895,-1.5211292400000005
P1-502-8,115.1190156,116.62692908,62.48,48.8,1.5079134799999971,0.6170604000000004,-2.1249738799999975
P1-502-9,112.42708592000001,112.88211528,34.44,48.48,0.4550293599999982,0.034657919999999114,-0.48968727999999734
P1-503-10,119.77902576000001,120.05679784,52.68,56.24,0.27777208000000186,0.38594383999999893,-0.6637159200000008
P1-503-11,120.09588284,120.37430836,50.52,50.28,0.278425520000006,0.13339863999999566,-0.4118241600000016
P1-503-12,120.38715872,120.75050424,52.04,42.48,0.3633455199999942,0.0861977600000062,-0.4495432800000003
P1-503-13,122.86144091304347,123.36443160869565,36.869565217391305,49.26086956521739,0.5029906956521742,0.27675021739130407,-0.7797409130434783
P1-503-15,117.832991,117.98033196,37.4,53.48,0.14734095999999663,1.1857638400000048,-1.3331048000000016
P1-503-16,122.43346766666667,122.57848624999998,42.916666666666664,60.166666666666664,0.14501858333333287,0.14506558333333086,-0.29008416666666376
P1-503-3,118.64778319999999,118.85825172000001,44.68,52.48,0.2104685199999997,0.6755292400000025,-0.8859977600000022
P1-503-4,119.36584692000001,120.11756812000002,58.48,48.36,0.7517212000000043,0.5524396800000018,-1.3041608800000062
P1-503-5,120.08055264000001,120.40050704,62.2,58.68,0.31995440000000364,0.18482595999999923,-0.5047803600000029
P1-503-6,120.3736106,120.82939096,63.36,52.08,0.455780359999993,0.18503432000000217,-0.6408146799999952
P1-503-7,116.63133515999999,118.85963455999999,44.8,51.0,2.228299400000003,0.24137412000000086,-2.469673520000004
P1-503-8,116.60919200000001,118.86394548,60.76,47.8,2.2547534800000024,1.0051783599999997,-3.2599318400000015
P1-503-9,119.39286824000001,119.98492807999999,42.68,47.0,0.5920598399999955,0.13627783999999743,-0.7283376799999928
P1-504-11,88.97898517391305,89.12564439130433,36.95652173913044,51.04347826086956,0.14665921739130103,1.1559105217391308,-1.3025697391304316
P1-504-12,122.10013556,122.23547016,40.96,60.96,0.1353346000000034,0.23717551999999056,-0.372510119999994
P1-504-3,122.76705815999999,122.97389692,43.48,55.48,0.20683876000000884,0.6669225999999996,-0.8737613600000084
P1-504-5,120.78053412000001,123.05417268,45.92,47.8,2.273638559999993,0.04375331999999862,-2.3173918799999917
P1-504-6,120.75913124,123.01798348,58.52,48.6,2.2588522399999915,0.2920578400000008,-2.5509100799999924
P1-504-7,123.52457467999999,124.82357879999999,50.48,56.04,1.299004119999998,0.06040584000000521,-1.359409960000003
P1-504-8,123.50416884,124.45520368,67.28,50.84,0.9510348399999999,0.697110679999999,-1.648145519999999
P1-504-9,120.79499252,121.25886984,35.12,51.16,0.46387731999999704,0.07488583999999797,-0.5387631599999949
P1-505-10,127.78223700000001,128.8591242,71.16,51.2,1.0768872000000016,0.5568144399999976,-1.633701639999999
P1-505-11,128.90726791999998,129.10046304000002,53.8,49.4,0.19319511999999975,0.0840192399999998,-0.27721435999999955
P1-505-12,128.88574868,129.1119908,68.8,58.68,0.22624212000000113,1.0117882400000007,-1.2380303600000018
P1-505-13,125.04958128,125.5243146,40.4,52.48,0.4747333199999999,0.4102171200000017,-0.8849504400000017
P1-505-15,126.27406103999999,126.42924568000001,43.48,54.2,0.15518464000000798,1.2131121599999992,-1.3682968000000073
P1-505-16,126.42306936000001,126.55540204,49.16,62.2,0.13233268000000087,0.14900832000000697,-0.28134100000000783
