//Version: PianoRoll_v170101
65	1144.594792	1201.996875	A3	49	68	0
66	1158.695833	1230.972917	A1	2	4	0
67	1216.481250	1245.575000	A2	31	66	0
68	1260.478125	1350.639583	E3	43	44	0
69	1275.381250	1428.886458	A3	43	57	0
70	1290.285417	1335.386458	C#3	49	6	0
71	1305.222917	1320.290625	Bb1	10	41	0
72	1365.968750	1413.001042	C#3	49	4	0
73	1381.402083	1397.163542	E3	49	4	0
74	1446.059375	1755.892708	G#3	32	5	0
75	1463.247917	1679.338542	B2	26	32	0
76	1480.436458	1717.537500	E3	2	5	0
77	1497.653125	1514.933333	E2	2	60	0
78	1532.508333	1550.153125	E2	1	5	0
79	1568.086458	1586.089583	E2	1	62	0
80	1604.412500	1622.805208	E2	1	5	0
81	1641.503125	1660.262500	E2	24	65	0
82	1698.416667	1736.695833	E2	26	4	0
83	1775.645833	1935.694792	G#3	2	52	0
84	1795.406250	1955.946875	F#3	2	60	0
85	1815.189583	1915.450000	C3	2	68	0
86	1834.995833	1854.875000	D2	18	5	0
87	1875.023958	1895.235417	D2	2	60	0
88	1976.472917	2163.701042	G#3	41	5	0
89	1997.031250	2121.641667	E3	28	43	0
90	2017.592708	2142.670833	C#3	26	5	0
91	2038.157292	2058.795833	D2	1	5	0
92	2079.694792	2100.662500	D2	32	54	0
93	2184.940625	2248.780208	C#3	28	32	0
94	2206.196875	2378.093750	G#3	3	62	0
95	2227.458333	2291.448958	D2	34	4	0
96	2270.113542	2334.710417	E3	8	5	0
97	2313.061458	2356.401042	D2	2	4	0
98	2400.141667	2488.627083	A1	30	34	0
99	2422.190625	2625.425000	E3	30	1	0
100	2444.246875	2648.660417	A3	31	30	0
101	2466.306250	2671.931250	C#3	2	5	0
102	2510.987500	2533.450000	A2	22	4	0
103	2556.208333	2579.072917	A2	14	54	0
104	2602.201042	2695.241667	A2	20	5	0
105	2718.821875	2861.983333	C#3	32	4	0
106	2742.409375	2886.253125	A3	34	21	0
107	2766.030208	2789.769792	A1	34	35	0
108	2813.687500	2837.765625	A2	18	68	0
109	2910.544792	2934.931250	A2	24	4	0
110	2959.600000	2984.339583	A2	27	58	0
111	3009.340625	3237.087500	B3	39	67	0
112	3034.348958	3160.536458	D3	35	62	0
113	3059.366667	3211.551042	A3	32	62	0
114	3084.391667	3109.692708	A1	2	2	0
115	3135.063542	3186.040625	A2	1	66	0
116	3262.848958	3288.687500	A2	27	4	0
117	3314.787500	3340.980208	A2	26	4	0
118	3367.415625	3554.231250	C#4	42	64	0
119	3393.855208	3473.554167	A1	2	1	0
120	3420.298958	3608.180208	E3	29	62	0
121	3446.760417	3527.302083	A3	3	64	0
122	3500.402083	3581.193750	A2	20	47	0
123	3635.352083	3662.600000	A2	1	53	0
124	3690.085417	3800.148958	D3	37	51	0
125	3717.573958	3827.744792	B3	36	5	0
126	3745.068750	3882.957292	A3	30	4	0
127	3772.579167	3855.348958	A2	32	4	0
128	3910.856250	4321.364583	C#3	34	61	0
129	3938.768750	4352.065625	A3	31	62	0
130	3966.682292	3994.691667	A2	25	4	0
131	4022.941667	4051.381250	A2	38	46	0
132	4080.696875	4110.310417	A1	29	5	0
133	4139.941667	4169.655208	A2	38	5	0
134	4199.620833	4229.742708	G1	35	5	0
135	4260.142708	4290.709375	G2	44	65	0
136	4383.255208	4509.144792	C#4	53	58	0
137	4414.460417	4445.923958	F#1	2	1	0
138	4477.505208	4540.821875	F#2	2	49	0
139	4573.381250	4638.596875	B1	36	32	0
140	4605.951042	4804.893750	D4	4	48	0
141	4671.539583	4704.590625	B2	31	64	0
142	4737.897917	4771.293750	B2	2	5	0
143	4838.541667	4939.707292	C#4	4	61	0
144	4872.190625	4905.905208	B2	21	63	0
145	4973.715625	5180.217708	B3	50	66	0
146	5007.728125	5041.853125	B2	36	5	0
147	5076.223958	5110.678125	B2	2	4	0
148	5145.442708	5355.712500	D4	48	66	0
149	5215.008333	5249.862500	B1	22	60	0
150	5284.983333	5320.209375	B2	29	52	0
151	5391.219792	5607.879167	C#4	4	2	0
152	5426.744792	5462.369792	B2	37	4	0
153	5498.685417	5571.431250	E2	37	28	0
154	5535.008333	5718.446875	B3	52	68	0
155	5644.614583	5681.433333	E3	36	62	0
156	5756.931250	6198.560417	E3	3	2	0
157	5795.415625	6240.541667	C#3	2	32	0
158	5833.914583	6324.572917	A3	31	41	0
159	5873.537500	5913.310417	E2	36	52	0
160	5953.307292	5993.368750	G2	3	50	0
161	6033.741667	6074.242708	E2	33	3	0
162	6115.380208	6156.580208	A2	37	58	0
163	6282.526042	6366.654167	C#2	49	5	0
164	6409.013542	6451.454167	D2	2	46	0
165	6494.207292	6537.153125	E2	24	57	0
166	6580.456250	6623.906250	F#2	25	65	0
167	6667.694792	6711.643750	E2	23	62	0
168	6755.814583	6800.142708	F#2	32	5	0
169	6845.009375	6890.003125	G#2	3	61	0
